,0,1
471710,CN4717100000000,"Unicoi County, TN "
471730,CN4717300000000,"Union County, TN "
471750,CN4717500000000,"Van Buren County, TN "
471770,CN4717700000000,"Warren County, TN "
471790,CN4717900000000,"Washington County, TN "
471810,CN4718100000000,"Wayne County, TN "
471830,CN4718300000000,"Weakley County, TN "
471850,CN4718500000000,"White County, TN "
471870,CN4718700000000,"Williamson County, TN "
471890,CN4718900000000,"Wilson County, TN "
480010,CN4800100000000,"Anderson County, TX "
480030,CN4800300000000,"Andrews County, TX "
480050,CN4800500000000,"Angelina County, TX "
480070,CN4800700000000,"Aransas County, TX "
480090,CN4800900000000,"Archer County, TX "
480110,CN4801100000000,"Armstrong County, TX "
480130,CN4801300000000,"Atascosa County, TX "
480150,CN4801500000000,"Austin County, TX "
480170,CN4801700000000,"Bailey County, TX "
480190,CN4801900000000,"Bandera County, TX "
480210,CN4802100000000,"Bastrop County, TX "
480230,CN4802300000000,"Baylor County, TX "
480250,CN4802500000000,"Bee County, TX "
480270,CN4802700000000,"Bell County, TX "
480290,CN4802900000000,"Bexar County, TX "
480310,CN4803100000000,"Blanco County, TX "
480330,CN4803300000000,"Borden County, TX "
480350,CN4803500000000,"Bosque County, TX "
480370,CN4803700000000,"Bowie County, TX "
480390,CN4803900000000,"Brazoria County, TX "
480410,CN4804100000000,"Brazos County, TX "
480430,CN4804300000000,"Brewster County, TX "
480450,CN4804500000000,"Briscoe County, TX "
480470,CN4804700000000,"Brooks County, TX "
480490,CN4804900000000,"Brown County, TX "
480510,CN4805100000000,"Burleson County, TX "
480530,CN4805300000000,"Burnet County, TX "
480550,CN4805500000000,"Caldwell County, TX "
480570,CN4805700000000,"Calhoun County, TX "
480590,CN4805900000000,"Callahan County, TX "
480610,CN4806100000000,"Cameron County, TX "
480630,CN4806300000000,"Camp County, TX "
480650,CN4806500000000,"Carson County, TX "
480670,CN4806700000000,"Cass County, TX "
480690,CN4806900000000,"Castro County, TX "
480710,CN4807100000000,"Chambers County, TX "
480730,CN4807300000000,"Cherokee County, TX "
480750,CN4807500000000,"Childress County, TX "
480770,CN4807700000000,"Clay County, TX "
480790,CN4807900000000,"Cochran County, TX "
480810,CN4808100000000,"Coke County, TX "
480830,CN4808300000000,"Coleman County, TX "
480850,CN4808500000000,"Collin County, TX "
480870,CN4808700000000,"Collingsworth County, TX "
480890,CN4808900000000,"Colorado County, TX "
480910,CN4809100000000,"Comal County, TX "
480930,CN4809300000000,"Comanche County, TX "
480950,CN4809500000000,"Concho County, TX "
480970,CN4809700000000,"Cooke County, TX "
480990,CN4809900000000,"Coryell County, TX "
481010,CN4810100000000,"Cottle County, TX "
481030,CN4810300000000,"Crane County, TX "
481050,CN4810500000000,"Crockett County, TX "
481070,CN4810700000000,"Crosby County, TX "
481090,CN4810900000000,"Culberson County, TX "
481110,CN4811100000000,"Dallam County, TX "
481130,CN4811300000000,"Dallas County, TX "
481150,CN4811500000000,"Dawson County, TX "
481170,CN4811700000000,"Deaf Smith County, TX "
481190,CN4811900000000,"Delta County, TX "
481210,CN4812100000000,"Denton County, TX "
481230,CN4812300000000,"DeWitt County, TX "
481250,CN4812500000000,"Dickens County, TX "
481270,CN4812700000000,"Dimmit County, TX "
481290,CN4812900000000,"Donley County, TX "
481310,CN4813100000000,"Duval County, TX "
481330,CN4813300000000,"Eastland County, TX "
481350,CN4813500000000,"Ector County, TX "
481370,CN4813700000000,"Edwards County, TX "
481390,CN4813900000000,"Ellis County, TX "
481410,CN4814100000000,"El Paso County, TX "
481430,CN4814300000000,"Erath County, TX "
481450,CN4814500000000,"Falls County, TX "
481470,CN4814700000000,"Fannin County, TX "
481490,CN4814900000000,"Fayette County, TX "
481510,CN4815100000000,"Fisher County, TX "
481530,CN4815300000000,"Floyd County, TX "
481550,CN4815500000000,"Foard County, TX "
481570,CN4815700000000,"Fort Bend County, TX "
481590,CN4815900000000,"Franklin County, TX "
481610,CN4816100000000,"Freestone County, TX "
481630,CN4816300000000,"Frio County, TX "
481650,CN4816500000000,"Gaines County, TX "
481670,CN4816700000000,"Galveston County, TX "
481690,CN4816900000000,"Garza County, TX "
481710,CN4817100000000,"Gillespie County, TX "
481730,CN4817300000000,"Glasscock County, TX "
481750,CN4817500000000,"Goliad County, TX "
481770,CN4817700000000,"Gonzales County, TX "
481790,CN4817900000000,"Gray County, TX "
481810,CN4818100000000,"Grayson County, TX "
481830,CN4818300000000,"Gregg County, TX "
481850,CN4818500000000,"Grimes County, TX "
481870,CN4818700000000,"Guadalupe County, TX "
481890,CN4818900000000,"Hale County, TX "
481910,CN4819100000000,"Hall County, TX "
481930,CN4819300000000,"Hamilton County, TX "
481950,CN4819500000000,"Hansford County, TX "
481970,CN4819700000000,"Hardeman County, TX "
481990,CN4819900000000,"Hardin County, TX "
482010,CN4820100000000,"Harris County, TX "
482030,CN4820300000000,"Harrison County, TX "
482050,CN4820500000000,"Hartley County, TX "
482070,CN4820700000000,"Haskell County, TX "
482090,CN4820900000000,"Hays County, TX "
482110,CN4821100000000,"Hemphill County, TX "
482130,CN4821300000000,"Henderson County, TX "
482150,CN4821500000000,"Hidalgo County, TX "
482170,CN4821700000000,"Hill County, TX "
482190,CN4821900000000,"Hockley County, TX "
482210,CN4822100000000,"Hood County, TX "
482230,CN4822300000000,"Hopkins County, TX "
482250,CN4822500000000,"Houston County, TX "
482270,CN4822700000000,"Howard County, TX "
482290,CN4822900000000,"Hudspeth County, TX "
482310,CN4823100000000,"Hunt County, TX "
482330,CN4823300000000,"Hutchinson County, TX "
482350,CN4823500000000,"Irion County, TX "
482370,CN4823700000000,"Jack County, TX "
482390,CN4823900000000,"Jackson County, TX "
482410,CN4824100000000,"Jasper County, TX "
482430,CN4824300000000,"Jeff Davis County, TX "
482450,CN4824500000000,"Jefferson County, TX "
482470,CN4824700000000,"Jim Hogg County, TX "
482490,CN4824900000000,"Jim Wells County, TX "
482510,CN4825100000000,"Johnson County, TX "
482530,CN4825300000000,"Jones County, TX "
482550,CN4825500000000,"Karnes County, TX "
482570,CN4825700000000,"Kaufman County, TX "
482590,CN4825900000000,"Kendall County, TX "
482610,CN4826100000000,"Kenedy County, TX "
482630,CN4826300000000,"Kent County, TX "
482650,CN4826500000000,"Kerr County, TX "
482670,CN4826700000000,"Kimble County, TX "
482690,CN4826900000000,"King County, TX "
482710,CN4827100000000,"Kinney County, TX "
482730,CN4827300000000,"Kleberg County, TX "
482750,CN4827500000000,"Knox County, TX "
482770,CN4827700000000,"Lamar County, TX "
482790,CN4827900000000,"Lamb County, TX "
482810,CN4828100000000,"Lampasas County, TX "
482830,CN4828300000000,"La Salle County, TX "
482850,CN4828500000000,"Lavaca County, TX "
482870,CN4828700000000,"Lee County, TX "
482890,CN4828900000000,"Leon County, TX "
482910,CN4829100000000,"Liberty County, TX "
482930,CN4829300000000,"Limestone County, TX "
482950,CN4829500000000,"Lipscomb County, TX "
482970,CN4829700000000,"Live Oak County, TX "
482990,CN4829900000000,"Llano County, TX "
483010,CN4830100000000,"Loving County, TX "
483030,CN4830300000000,"Lubbock County, TX "
483050,CN4830500000000,"Lynn County, TX "
483070,CN4830700000000,"McCulloch County, TX "
483090,CN4830900000000,"McLennan County, TX "
483110,CN4831100000000,"McMullen County, TX "
483130,CN4831300000000,"Madison County, TX "
483150,CN4831500000000,"Marion County, TX "
483170,CN4831700000000,"Martin County, TX "
483190,CN4831900000000,"Mason County, TX "
483210,CN4832100000000,"Matagorda County, TX "
483230,CN4832300000000,"Maverick County, TX "
483250,CN4832500000000,"Medina County, TX "
483270,CN4832700000000,"Menard County, TX "
483290,CN4832900000000,"Midland County, TX "
483310,CN4833100000000,"Milam County, TX "
483330,CN4833300000000,"Mills County, TX "
483350,CN4833500000000,"Mitchell County, TX "
483370,CN4833700000000,"Montague County, TX "
483390,CN4833900000000,"Montgomery County, TX "
483410,CN4834100000000,"Moore County, TX "
483430,CN4834300000000,"Morris County, TX "
483450,CN4834500000000,"Motley County, TX "
483470,CN4834700000000,"Nacogdoches County, TX "
483490,CN4834900000000,"Navarro County, TX "
483510,CN4835100000000,"Newton County, TX "
483530,CN4835300000000,"Nolan County, TX "
483550,CN4835500000000,"Nueces County, TX "
483570,CN4835700000000,"Ochiltree County, TX "
483590,CN4835900000000,"Oldham County, TX "
483610,CN4836100000000,"Orange County, TX "
483630,CN4836300000000,"Palo Pinto County, TX "
483650,CN4836500000000,"Panola County, TX "
483670,CN4836700000000,"Parker County, TX "
483690,CN4836900000000,"Parmer County, TX "
483710,CN4837100000000,"Pecos County, TX "
483730,CN4837300000000,"Polk County, TX "
483750,CN4837500000000,"Potter County, TX "
483770,CN4837700000000,"Presidio County, TX "
483790,CN4837900000000,"Rains County, TX "
483810,CN4838100000000,"Randall County, TX "
483830,CN4838300000000,"Reagan County, TX "
483850,CN4838500000000,"Real County, TX "
483870,CN4838700000000,"Red River County, TX "
483890,CN4838900000000,"Reeves County, TX "
483910,CN4839100000000,"Refugio County, TX "
483930,CN4839300000000,"Roberts County, TX "
483950,CN4839500000000,"Robertson County, TX "
483970,CN4839700000000,"Rockwall County, TX "
483990,CN4839900000000,"Runnels County, TX "
484010,CN4840100000000,"Rusk County, TX "
484030,CN4840300000000,"Sabine County, TX "
484050,CN4840500000000,"San Augustine County, TX "
484070,CN4840700000000,"San Jacinto County, TX "
484090,CN4840900000000,"San Patricio County, TX "
484110,CN4841100000000,"San Saba County, TX "
484130,CN4841300000000,"Schleicher County, TX "
484150,CN4841500000000,"Scurry County, TX "
484170,CN4841700000000,"Shackelford County, TX "
484190,CN4841900000000,"Shelby County, TX "
484210,CN4842100000000,"Sherman County, TX "
484230,CN4842300000000,"Smith County, TX "
484250,CN4842500000000,"Somervell County, TX "
484270,CN4842700000000,"Starr County, TX "
484290,CN4842900000000,"Stephens County, TX "
484310,CN4843100000000,"Sterling County, TX "
484330,CN4843300000000,"Stonewall County, TX "
484350,CN4843500000000,"Sutton County, TX "
484370,CN4843700000000,"Swisher County, TX "
484390,CN4843900000000,"Tarrant County, TX "
484410,CN4844100000000,"Taylor County, TX "
484430,CN4844300000000,"Terrell County, TX "
484450,CN4844500000000,"Terry County, TX "
484470,CN4844700000000,"Throckmorton County, TX "
484490,CN4844900000000,"Titus County, TX "
484510,CN4845100000000,"Tom Green County, TX "
484530,CN4845300000000,"Travis County, TX "
484550,CN4845500000000,"Trinity County, TX "
484570,CN4845700000000,"Tyler County, TX "
484590,CN4845900000000,"Upshur County, TX "
484610,CN4846100000000,"Upton County, TX "
484630,CN4846300000000,"Uvalde County, TX "
484650,CN4846500000000,"Val Verde County, TX "
484670,CN4846700000000,"Van Zandt County, TX "
484690,CN4846900000000,"Victoria County, TX "
484710,CN4847100000000,"Walker County, TX "
484730,CN4847300000000,"Waller County, TX "
484750,CN4847500000000,"Ward County, TX "
484770,CN4847700000000,"Washington County, TX "
484790,CN4847900000000,"Webb County, TX "
484810,CN4848100000000,"Wharton County, TX "
484830,CN4848300000000,"Wheeler County, TX "
484850,CN4848500000000,"Wichita County, TX "
484870,CN4848700000000,"Wilbarger County, TX "
484890,CN4848900000000,"Willacy County, TX "
484910,CN4849100000000,"Williamson County, TX "
484930,CN4849300000000,"Wilson County, TX "
484950,CN4849500000000,"Winkler County, TX "
484970,CN4849700000000,"Wise County, TX "
484990,CN4849900000000,"Wood County, TX "
485010,CN4850100000000,"Yoakum County, TX "
485030,CN4850300000000,"Young County, TX "
485050,CN4850500000000,"Zapata County, TX "
485070,CN4850700000000,"Zavala County, TX "
490010,CN4900100000000,"Beaver County, UT "
490030,CN4900300000000,"Box Elder County, UT "
490050,CN4900500000000,"Cache County, UT "
490070,CN4900700000000,"Carbon County, UT "
490090,CN4900900000000,"Daggett County, UT "
490110,CN4901100000000,"Davis County, UT "
490130,CN4901300000000,"Duchesne County, UT "
490150,CN4901500000000,"Emery County, UT "
490170,CN4901700000000,"Garfield County, UT "
490190,CN4901900000000,"Grand County, UT "
490210,CN4902100000000,"Iron County, UT "
490230,CN4902300000000,"Juab County, UT "
490250,CN4902500000000,"Kane County, UT "
490270,CN4902700000000,"Millard County, UT "
490290,CN4902900000000,"Morgan County, UT "
490310,CN4903100000000,"Piute County, UT "
490330,CN4903300000000,"Rich County, UT "
490350,CN4903500000000,"Salt Lake County, UT "
490370,CN4903700000000,"San Juan County, UT "
490390,CN4903900000000,"Sanpete County, UT "
490410,CN4904100000000,"Sevier County, UT "
490430,CN4904300000000,"Summit County, UT "
490450,CN4904500000000,"Tooele County, UT "
490470,CN4904700000000,"Uintah County, UT "
490490,CN4904900000000,"Utah County, UT "
490510,CN4905100000000,"Wasatch County, UT "
490530,CN4905300000000,"Washington County, UT "
490550,CN4905500000000,"Wayne County, UT "
490570,CN4905700000000,"Weber County, UT "
500010,CN5000100000000,"Addison County, VT "
500030,CN5000300000000,"Bennington County, VT "
500050,CN5000500000000,"Caledonia County, VT "
500070,CN5000700000000,"Chittenden County, VT "
500090,CN5000900000000,"Essex County, VT "
500110,CN5001100000000,"Franklin County, VT "
500130,CN5001300000000,"Grand Isle County, VT "
500150,CN5001500000000,"Lamoille County, VT "
500170,CN5001700000000,"Orange County, VT "
500190,CN5001900000000,"Orleans County, VT "
500210,CN5002100000000,"Rutland County, VT "
500230,CN5002300000000,"Washington County, VT "
500250,CN5002500000000,"Windham County, VT "
500270,CN5002700000000,"Windsor County, VT "
510010,CN5100100000000,"Accomack County, VA "
510030,CN5100300000000,"Albemarle County, VA "
510050,CN5100500000000,"Alleghany County, VA "
510070,CN5100700000000,"Amelia County, VA "
510090,CN5100900000000,"Amherst County, VA "
510110,CN5101100000000,"Appomattox County, VA "
510130,CN5101300000000,"Arlington County, VA "
510150,CN5101500000000,"Augusta County, VA "
510170,CN5101700000000,"Bath County, VA "
510190,CN5101900000000,"Bedford County, VA "
510210,CN5102100000000,"Bland County, VA "
510230,CN5102300000000,"Botetourt County, VA "
510250,CN5102500000000,"Brunswick County, VA "
510270,CN5102700000000,"Buchanan County, VA "
510290,CN5102900000000,"Buckingham County, VA "
510310,CN5103100000000,"Campbell County, VA "
510330,CN5103300000000,"Caroline County, VA "
510350,CN5103500000000,"Carroll County, VA "
510360,CN5103600000000,"Charles City County, VA "
510370,CN5103700000000,"Charlotte County, VA "
510410,CN5104100000000,"Chesterfield County, VA "
510430,CN5104300000000,"Clarke County, VA "
510450,CN5104500000000,"Craig County, VA "
510470,CN5104700000000,"Culpeper County, VA "
510490,CN5104900000000,"Cumberland County, VA "
510510,CN5105100000000,"Dickenson County, VA "
510530,CN5105300000000,"Dinwiddie County, VA "
510570,CN5105700000000,"Essex County, VA "
510590,CN5105900000000,"Fairfax County, VA "
510610,CN5106100000000,"Fauquier County, VA "
510630,CN5106300000000,"Floyd County, VA "
510650,CN5106500000000,"Fluvanna County, VA "
510670,CN5106700000000,"Franklin County, VA "
510690,CN5106900000000,"Frederick County, VA "
510710,CN5107100000000,"Giles County, VA "
510730,CN5107300000000,"Gloucester County, VA "
510750,CN5107500000000,"Goochland County, VA "
510770,CN5107700000000,"Grayson County, VA "
510790,CN5107900000000,"Greene County, VA "
510810,CN5108100000000,"Greensville County, VA "
510830,CN5108300000000,"Halifax County, VA "
510850,CN5108500000000,"Hanover County, VA "
510870,CN5108700000000,"Henrico County, VA "
510890,CN5108900000000,"Henry County, VA "
510910,CN5109100000000,"Highland County, VA "
510930,CN5109300000000,"Isle of Wight County, VA "
510950,CN5109500000000,"James City County, VA "
510970,CN5109700000000,"King and Queen County, VA "
510990,CN5109900000000,"King George County, VA "
511010,CN5110100000000,"King William County, VA "
511030,CN5110300000000,"Lancaster County, VA "
511050,CN5110500000000,"Lee County, VA "
511070,CN5110700000000,"Loudoun County, VA "
511090,CN5110900000000,"Louisa County, VA "
511110,CN5111100000000,"Lunenburg County, VA "
511130,CN5111300000000,"Madison County, VA "
511150,CN5111500000000,"Mathews County, VA "
511170,CN5111700000000,"Mecklenburg County, VA "
511190,CN5111900000000,"Middlesex County, VA "
511210,CN5112100000000,"Montgomery County, VA "
511250,CN5112500000000,"Nelson County, VA "
511270,CN5112700000000,"New Kent County, VA "
511310,CN5113100000000,"Northampton County, VA "
511330,CN5113300000000,"Northumberland County, VA "
511350,CN5113500000000,"Nottoway County, VA "
511370,CN5113700000000,"Orange County, VA "
511390,CN5113900000000,"Page County, VA "
511410,CN5114100000000,"Patrick County, VA "
511430,CN5114300000000,"Pittsylvania County, VA "
511450,CN5114500000000,"Powhatan County, VA "
511470,CN5114700000000,"Prince Edward County, VA "
511490,CN5114900000000,"Prince George County, VA "
511530,CN5115300000000,"Prince William County, VA "
511550,CN5115500000000,"Pulaski County, VA "
511570,CN5115700000000,"Rappahannock County, VA "
511590,CN5115900000000,"Richmond County, VA "
511610,CN5116100000000,"Roanoke County, VA "
511630,CN5116300000000,"Rockbridge County, VA "
511650,CN5116500000000,"Rockingham County, VA "
511670,CN5116700000000,"Russell County, VA "
511690,CN5116900000000,"Scott County, VA "
511710,CN5117100000000,"Shenandoah County, VA "
511730,CN5117300000000,"Smyth County, VA "
511750,CN5117500000000,"Southampton County, VA "
511770,CN5117700000000,"Spotsylvania County, VA "
511790,CN5117900000000,"Stafford County, VA "
511810,CN5118100000000,"Surry County, VA "
511830,CN5118300000000,"Sussex County, VA "
511850,CN5118500000000,"Tazewell County, VA "
511870,CN5118700000000,"Warren County, VA "
511910,CN5119100000000,"Washington County, VA "
511930,CN5119300000000,"Westmoreland County, VA "
511950,CN5119500000000,"Wise County, VA "
511970,CN5119700000000,"Wythe County, VA "
511990,CN5119900000000,"York County, VA "
515100,CN5151000000000,"Alexandria city, VA "
515200,CN5152000000000,"Bristol city, VA "
515300,CN5153000000000,"Buena Vista city, VA "
515400,CN5154000000000,"Charlottesville city, VA "
515500,CN5155000000000,"Chesapeake city, VA "
515700,CN5157000000000,"Colonial Heights city, VA "
515800,CN5158000000000,"Covington city, VA "
515900,CN5159000000000,"Danville city, VA "
515950,CN5159500000000,"Emporia city, VA "
516000,CN5160000000000,"Fairfax city, VA "
516100,CN5161000000000,"Falls Church city, VA "
516200,CN5162000000000,"Franklin city, VA "
516300,CN5163000000000,"Fredericksburg city, VA "
516400,CN5164000000000,"Galax city, VA "
516500,CN5165000000000,"Hampton city, VA "
516600,CN5166000000000,"Harrisonburg city, VA "
516700,CN5167000000000,"Hopewell city, VA "
516780,CN5167800000000,"Lexington city, VA "
516800,CN5168000000000,"Lynchburg city, VA "
516830,CN5168300000000,"Manassas city, VA "
516850,CN5168500000000,"Manassas Park city, VA "
516900,CN5169000000000,"Martinsville city, VA "
517000,CN5170000000000,"Newport News city, VA "
517100,CN5171000000000,"Norfolk city, VA "
517200,CN5172000000000,"Norton city, VA "
517300,CN5173000000000,"Petersburg city, VA "
517350,CN5173500000000,"Poquoson city, VA "
517400,CN5174000000000,"Portsmouth city, VA "
517500,CN5175000000000,"Radford city, VA "
517600,CN5176000000000,"Richmond city, VA "
517700,CN5177000000000,"Roanoke city, VA "
517750,CN5177500000000,"Salem city, VA "
517900,CN5179000000000,"Staunton city, VA "
518000,CN5180000000000,"Suffolk city, VA "
518100,CN5181000000000,"Virginia Beach city, VA "
518200,CN5182000000000,"Waynesboro city, VA "
518300,CN5183000000000,"Williamsburg city, VA "
518400,CN5184000000000,"Winchester city, VA "
530010,CN5300100000000,"Adams County, WA "
530030,CN5300300000000,"Asotin County, WA "
530050,CN5300500000000,"Benton County, WA "
530070,CN5300700000000,"Chelan County, WA "
530090,CN5300900000000,"Clallam County, WA "
530110,CN5301100000000,"Clark County, WA "
530130,CN5301300000000,"Columbia County, WA "
530150,CN5301500000000,"Cowlitz County, WA "
530170,CN5301700000000,"Douglas County, WA "
530190,CN5301900000000,"Ferry County, WA "
530210,CN5302100000000,"Franklin County, WA "
530230,CN5302300000000,"Garfield County, WA "
530250,CN5302500000000,"Grant County, WA "
530270,CN5302700000000,"Grays Harbor County, WA "
530290,CN5302900000000,"Island County, WA "
530310,CN5303100000000,"Jefferson County, WA "
530330,CN5303300000000,"King County, WA "
530350,CN5303500000000,"Kitsap County, WA "
530370,CN5303700000000,"Kittitas County, WA "
530390,CN5303900000000,"Klickitat County, WA "
530410,CN5304100000000,"Lewis County, WA "
530430,CN5304300000000,"Lincoln County, WA "
530450,CN5304500000000,"Mason County, WA "
530470,CN5304700000000,"Okanogan County, WA "
530490,CN5304900000000,"Pacific County, WA "
530510,CN5305100000000,"Pend Oreille County, WA "
530530,CN5305300000000,"Pierce County, WA "
530550,CN5305500000000,"San Juan County, WA "
530570,CN5305700000000,"Skagit County, WA "
530590,CN5305900000000,"Skamania County, WA "
530610,CN5306100000000,"Snohomish County, WA "
530630,CN5306300000000,"Spokane County, WA "
530650,CN5306500000000,"Stevens County, WA "
530670,CN5306700000000,"Thurston County, WA "
530690,CN5306900000000,"Wahkiakum County, WA "
530710,CN5307100000000,"Walla Walla County, WA "
530730,CN5307300000000,"Whatcom County, WA "
530750,CN5307500000000,"Whitman County, WA "
530770,CN5307700000000,"Yakima County, WA "
540010,CN5400100000000,"Barbour County, WV "
540030,CN5400300000000,"Berkeley County, WV "
540050,CN5400500000000,"Boone County, WV "
540070,CN5400700000000,"Braxton County, WV "
540090,CN5400900000000,"Brooke County, WV "
540110,CN5401100000000,"Cabell County, WV "
540130,CN5401300000000,"Calhoun County, WV "
540150,CN5401500000000,"Clay County, WV "
540170,CN5401700000000,"Doddridge County, WV "
540190,CN5401900000000,"Fayette County, WV "
540210,CN5402100000000,"Gilmer County, WV "
540230,CN5402300000000,"Grant County, WV "
540250,CN5402500000000,"Greenbrier County, WV "
540270,CN5402700000000,"Hampshire County, WV "
540290,CN5402900000000,"Hancock County, WV "
540310,CN5403100000000,"Hardy County, WV "
540330,CN5403300000000,"Harrison County, WV "
540350,CN5403500000000,"Jackson County, WV "
540370,CN5403700000000,"Jefferson County, WV "
540390,CN5403900000000,"Kanawha County, WV "
540410,CN5404100000000,"Lewis County, WV "
540430,CN5404300000000,"Lincoln County, WV "
540450,CN5404500000000,"Logan County, WV "
540470,CN5404700000000,"McDowell County, WV "
540490,CN5404900000000,"Marion County, WV "
540510,CN5405100000000,"Marshall County, WV "
540530,CN5405300000000,"Mason County, WV "
540550,CN5405500000000,"Mercer County, WV "
540570,CN5405700000000,"Mineral County, WV "
540590,CN5405900000000,"Mingo County, WV "
540610,CN5406100000000,"Monongalia County, WV "
540630,CN5406300000000,"Monroe County, WV "
540650,CN5406500000000,"Morgan County, WV "
540670,CN5406700000000,"Nicholas County, WV "
540690,CN5406900000000,"Ohio County, WV "
540710,CN5407100000000,"Pendleton County, WV "
540730,CN5407300000000,"Pleasants County, WV "
540750,CN5407500000000,"Pocahontas County, WV "
540770,CN5407700000000,"Preston County, WV "
540790,CN5407900000000,"Putnam County, WV "
540810,CN5408100000000,"Raleigh County, WV "
540830,CN5408300000000,"Randolph County, WV "
540850,CN5408500000000,"Ritchie County, WV "
540870,CN5408700000000,"Roane County, WV "
540890,CN5408900000000,"Summers County, WV "
540910,CN5409100000000,"Taylor County, WV "
540930,CN5409300000000,"Tucker County, WV "
540950,CN5409500000000,"Tyler County, WV "
540970,CN5409700000000,"Upshur County, WV "
540990,CN5409900000000,"Wayne County, WV "
541010,CN5410100000000,"Webster County, WV "
541030,CN5410300000000,"Wetzel County, WV "
541050,CN5410500000000,"Wirt County, WV "
541070,CN5410700000000,"Wood County, WV "
541090,CN5410900000000,"Wyoming County, WV "
550010,CN5500100000000,"Adams County, WI "
550030,CN5500300000000,"Ashland County, WI "
550050,CN5500500000000,"Barron County, WI "
550070,CN5500700000000,"Bayfield County, WI "
550090,CN5500900000000,"Brown County, WI "
550110,CN5501100000000,"Buffalo County, WI "
550130,CN5501300000000,"Burnett County, WI "
550150,CN5501500000000,"Calumet County, WI "
550170,CN5501700000000,"Chippewa County, WI "
550190,CN5501900000000,"Clark County, WI "
550210,CN5502100000000,"Columbia County, WI "
550230,CN5502300000000,"Crawford County, WI "
550250,CN5502500000000,"Dane County, WI "
550270,CN5502700000000,"Dodge County, WI "
550290,CN5502900000000,"Door County, WI "
550310,CN5503100000000,"Douglas County, WI "
550330,CN5503300000000,"Dunn County, WI "
550350,CN5503500000000,"Eau Claire County, WI "
550370,CN5503700000000,"Florence County, WI "
550390,CN5503900000000,"Fond du Lac County, WI "
550410,CN5504100000000,"Forest County, WI "
550430,CN5504300000000,"Grant County, WI "
550450,CN5504500000000,"Green County, WI "
550470,CN5504700000000,"Green Lake County, WI "
550490,CN5504900000000,"Iowa County, WI "
550510,CN5505100000000,"Iron County, WI "
550530,CN5505300000000,"Jackson County, WI "
550550,CN5505500000000,"Jefferson County, WI "
550570,CN5505700000000,"Juneau County, WI "
550590,CN5505900000000,"Kenosha County, WI "
550610,CN5506100000000,"Kewaunee County, WI "
550630,CN5506300000000,"La Crosse County, WI "
550650,CN5506500000000,"Lafayette County, WI "
550670,CN5506700000000,"Langlade County, WI "
550690,CN5506900000000,"Lincoln County, WI "
550710,CN5507100000000,"Manitowoc County, WI "
550730,CN5507300000000,"Marathon County, WI "
550750,CN5507500000000,"Marinette County, WI "
550770,CN5507700000000,"Marquette County, WI "
550780,CN5507800000000,"Menominee County, WI "
550790,CN5507900000000,"Milwaukee County, WI "
550810,CN5508100000000,"Monroe County, WI "
550830,CN5508300000000,"Oconto County, WI "
550850,CN5508500000000,"Oneida County, WI "
550870,CN5508700000000,"Outagamie County, WI "
550890,CN5508900000000,"Ozaukee County, WI "
550910,CN5509100000000,"Pepin County, WI "
550930,CN5509300000000,"Pierce County, WI "
550950,CN5509500000000,"Polk County, WI "
550970,CN5509700000000,"Portage County, WI "
550990,CN5509900000000,"Price County, WI "
551010,CN5510100000000,"Racine County, WI "
551030,CN5510300000000,"Richland County, WI "
551050,CN5510500000000,"Rock County, WI "
551070,CN5510700000000,"Rusk County, WI "
551090,CN5510900000000,"St. Croix County, WI "
551110,CN5511100000000,"Sauk County, WI "
551130,CN5511300000000,"Sawyer County, WI "
551150,CN5511500000000,"Shawano County, WI "
551170,CN5511700000000,"Sheboygan County, WI "
551190,CN5511900000000,"Taylor County, WI "
551210,CN5512100000000,"Trempealeau County, WI "
551230,CN5512300000000,"Vernon County, WI "
551250,CN5512500000000,"Vilas County, WI "
551270,CN5512700000000,"Walworth County, WI "
551290,CN5512900000000,"Washburn County, WI "
551310,CN5513100000000,"Washington County, WI "
551330,CN5513300000000,"Waukesha County, WI "
551350,CN5513500000000,"Waupaca County, WI "
551370,CN5513700000000,"Waushara County, WI "
551390,CN5513900000000,"Winnebago County, WI "
551410,CN5514100000000,"Wood County, WI "
560010,CN5600100000000,"Albany County, WY "
560030,CN5600300000000,"Big Horn County, WY "
560050,CN5600500000000,"Campbell County, WY "
560070,CN5600700000000,"Carbon County, WY "
560090,CN5600900000000,"Converse County, WY "
560110,CN5601100000000,"Crook County, WY "
560130,CN5601300000000,"Fremont County, WY "
560150,CN5601500000000,"Goshen County, WY "
560170,CN5601700000000,"Hot Springs County, WY "
560190,CN5601900000000,"Johnson County, WY "
560210,CN5602100000000,"Laramie County, WY "
560230,CN5602300000000,"Lincoln County, WY "
560250,CN5602500000000,"Natrona County, WY "
560270,CN5602700000000,"Niobrara County, WY "
560290,CN5602900000000,"Park County, WY "
560310,CN5603100000000,"Platte County, WY "
560330,CN5603300000000,"Sheridan County, WY "
560350,CN5603500000000,"Sublette County, WY "
560370,CN5603700000000,"Sweetwater County, WY "
560390,CN5603900000000,"Teton County, WY "
560410,CN5604100000000,"Uinta County, WY "
560430,CN5604300000000,"Washakie County, WY "
560450,CN5604500000000,"Weston County, WY "
720010,CN7200100000000,"Adjuntas Municipio, PR "
720030,CN7200300000000,"Aguada Municipio, PR "
720050,CN7200500000000,"Aguadilla Municipio, PR "
